student_id,company_id,cgpa_normalized,10th_normalized,12th_normalized,active_backlogs,dept_match,required_skills_match_ratio,preferred_skills_match_ratio,total_internship_months,max_internship_tier,num_projects,max_project_complexity,meets_project_complexity,num_global_premium_certs,num_global_standard_certs,num_national_certs,meets_cert_tier,num_papers,max_paper_tier,num_advanced_skills,num_verified_skills
SRM_STA_027,CO001,0.742,0.797,0.722,0,1,0.0,0.5,0.0,0,3,2,1,0,2,0,1,0,0,6,6
SRM_STA_027_V2,CO001,0.742,0.797,0.722,0,1,0.0,0.5,0.0,0,3,3,1,1,0,0,1,0,0,2,8
SRM_STA_028,CO001,0.8210000000000001,0.7759999999999999,0.903,0,1,0.0,0.5,5.0,4,2,1,0,0,1,1,1,0,0,2,6
SRM_STA_028_V2,CO001,0.8210000000000001,0.7759999999999999,0.903,0,1,0.0,0.5,8.0,5,2,2,1,0,1,1,1,0,0,2,7
SRM_STA_029,CO001,0.716,0.73,0.737,0,1,0.0,0.0,6.0,3,2,2,1,2,0,0,1,0,0,3,4
SRM_STA_029_V2,CO001,0.716,0.73,0.737,0,0,0.0,0.0,2.0,4,2,2,1,2,0,0,1,0,0,4,3
SRM_STA_030,CO001,0.624,0.564,0.606,0,1,0.0,0.5,0.0,0,2,3,1,2,0,1,1,0,0,2,6
SRM_STA_030_V2,CO001,0.624,0.564,0.606,0,1,0.0,0.5,0.0,0,2,2,1,1,0,2,1,0,0,3,5
SRM_STA_031,CO001,0.759,0.614,0.679,0,1,0.0,0.0,0.0,0,3,3,1,1,0,0,1,0,0,1,6
SRM_STA_031_V2,CO001,0.759,0.614,0.679,0,1,0.0,0.0,0.0,0,3,3,1,0,0,0,0,0,0,3,6
SRM_STA_032,CO001,0.755,0.75,0.6920000000000001,0,1,0.0,0.0,5.0,5,3,3,1,1,0,1,1,0,0,1,2
SRM_STA_032_V2,CO001,0.755,0.75,0.6920000000000001,0,1,0.0,0.0,4.0,5,3,3,1,1,1,1,1,0,0,1,1
SRM_STA_033,CO001,0.79,0.795,0.845,0,0,0.0,0.0,2.0,3,2,3,1,0,1,2,1,0,0,2,6
SRM_STA_033_V2,CO001,0.79,0.795,0.845,0,0,0.0,0.0,3.0,5,2,2,1,1,1,1,1,0,0,3,5
SRM_STA_034,CO001,0.747,0.893,0.8320000000000001,0,1,0.0,0.0,0.0,0,2,2,1,3,0,1,1,0,0,1,3
SRM_STA_034_V2,CO001,0.747,0.893,0.8320000000000001,0,1,0.0,0.0,0.0,0,2,3,1,1,1,1,1,0,0,1,3
SRM_STA_035,CO001,0.8039999999999999,0.706,0.821,0,0,0.0,0.5,3.0,5,2,3,1,0,1,1,1,0,0,3,1
SRM_STA_035_V2,CO001,0.8039999999999999,0.706,0.821,0,0,0.0,0.5,6.0,3,2,3,1,0,0,1,0,0,0,1,7
SRM_STA_036,CO001,0.625,0.614,0.669,1,1,0.0,0.0,0.0,0,2,3,1,0,1,1,1,0,0,2,3
SRM_STA_036_V2,CO001,0.625,0.614,0.669,1,1,0.0,0.0,0.0,0,2,2,1,0,0,2,0,0,0,3,4
SRM_STA_037,CO001,0.8009999999999999,0.909,0.8109999999999999,0,1,0.0,0.0,1.0,3,2,2,1,2,0,0,1,0,0,4,8
SRM_STA_037_V2,CO001,0.8009999999999999,0.909,0.8109999999999999,0,0,0.0,0.0,1.0,2,2,3,1,1,0,0,1,0,0,3,8
SRM_STA_038,CO001,0.75,0.764,0.804,0,1,0.333,0.0,0.0,0,2,1,0,0,0,1,0,0,0,6,4
SRM_STA_038_V2,CO001,0.75,0.764,0.804,0,0,0.333,0.0,0.0,0,2,3,1,0,1,0,1,0,0,3,6
SRM_STA_039,CO001,0.605,0.61,0.5579999999999999,0,1,0.0,0.5,0.0,0,2,2,1,0,1,1,1,0,0,4,6
SRM_STA_039_V2,CO001,0.605,0.61,0.5579999999999999,0,1,0.0,0.5,0.0,0,2,2,1,1,2,1,1,0,0,3,6
SRM_STA_040,CO001,0.662,0.5539999999999999,0.633,0,1,0.0,0.0,0.0,0,2,3,1,1,0,1,1,0,0,4,4
SRM_STA_040_V2,CO001,0.662,0.5539999999999999,0.633,0,1,0.0,0.0,0.0,0,2,2,1,1,1,0,1,0,0,2,5
SRM_STA_041,CO001,0.968,0.805,0.99,1,0,0.0,0.0,3.0,3,5,3,1,0,1,2,1,0,0,4,6
SRM_STA_042,CO001,0.617,0.856,0.667,1,1,0.0,0.0,3.0,4,5,3,1,0,0,2,0,0,0,1,6
SRM_STA_043,CO001,0.761,0.94,0.82,1,1,0.0,0.0,3.0,5,5,3,1,1,0,1,1,0,0,3,4
SRM_STA_044,CO001,0.755,0.654,0.802,1,0,0.0,0.0,3.0,5,5,3,1,0,0,2,0,0,0,1,5
SRM_STA_045,CO001,0.6769999999999999,0.752,0.682,1,1,0.0,0.0,1.0,4,5,3,1,1,2,1,1,0,0,3,5
SRM_STA_046,CO001,0.603,0.99,0.609,1,0,0.0,0.0,7.0,5,5,3,1,2,0,0,1,0,0,2,4
SRM_STA_047,CO001,0.6519999999999999,0.7090000000000001,0.6659999999999999,1,0,0.0,0.0,3.0,2,5,3,1,1,1,0,1,0,0,2,3
SRM_STA_048,CO001,0.868,0.816,0.821,1,1,0.0,0.0,1.0,4,5,3,1,2,1,0,1,0,0,2,6
SRM_STA_049,CO001,0.6910000000000001,0.84,0.725,1,1,0.0,0.0,6.0,2,5,3,1,0,1,2,1,0,0,1,6
SRM_STA_050,CO001,0.648,0.8220000000000001,0.867,2,0,0.0,0.0,6.0,3,5,3,1,1,0,0,1,0,0,2,5
SRM_STA_051,CO001,0.632,0.826,0.5920000000000001,1,1,0.0,0.0,8.0,3,5,2,1,0,0,0,0,0,0,5,3
SRM_STA_052,CO001,0.9949999999999999,0.655,0.9890000000000001,1,1,0.0,0.0,8.0,2,5,3,1,1,1,0,1,0,0,2,2
SRM_STA_053,CO001,0.634,0.892,0.5870000000000001,2,0,0.0,0.0,6.0,2,5,3,1,0,2,1,1,0,0,2,4
SRM_STA_054,CO001,0.648,0.514,0.792,1,0,0.0,0.0,9.0,4,5,3,1,1,2,1,1,0,0,3,4
SRM_STA_055,CO001,0.611,0.5329999999999999,0.52,1,1,0.0,0.0,2.0,5,5,2,1,2,0,0,1,0,0,2,4
SRM_STA_056,CO001,0.75,0.8170000000000001,0.696,1,1,0.0,0.0,9.0,5,5,3,1,2,1,0,1,0,0,2,6
SRM_STA_057,CO001,0.892,0.655,0.961,1,1,0.0,0.0,1.0,3,5,2,1,2,1,0,1,0,0,3,4
SRM_STA_058,CO001,0.93,0.599,0.948,1,0,0.0,0.0,4.0,5,5,3,1,0,0,2,0,0,0,3,6
SRM_STA_059,CO001,0.603,0.816,0.491,1,1,0.0,0.0,4.0,4,5,2,1,1,1,0,1,0,0,1,7
SRM_STA_060,CO001,0.897,0.909,0.836,1,0,0.0,0.0,7.0,2,5,3,1,0,2,2,1,0,0,3,8
SRM_STA_061,CO001,0.8230000000000001,0.789,0.768,1,0,0.0,0.0,3.0,5,5,3,1,0,4,0,1,0,0,1,6
SRM_STA_062,CO001,0.8710000000000001,0.616,0.865,1,0,0.0,0.0,3.0,4,5,3,1,1,1,0,1,0,0,1,4
SRM_STA_063,CO001,0.647,0.746,0.585,1,1,0.0,0.0,8.0,3,5,3,1,1,1,0,1,0,0,2,6
SRM_STA_064,CO001,0.828,0.7070000000000001,0.826,2,1,0.0,0.0,1.0,3,5,3,1,1,0,0,1,0,0,2,6
SRM_STA_065,CO001,0.7889999999999999,0.99,0.652,1,1,0.0,0.0,3.0,3,5,3,1,2,0,1,1,0,0,2,5
SRM_STA_066,CO001,0.782,0.6829999999999999,0.838,1,1,0.0,0.0,3.0,5,5,3,1,3,0,0,1,0,0,2,7
SRM_STA_067,CO001,0.818,0.616,0.7879999999999999,1,1,0.0,0.0,3.0,4,5,3,1,0,1,0,1,0,0,2,5
SRM_STA_068,CO001,0.783,0.514,0.785,1,1,0.0,0.0,3.0,2,5,3,1,0,0,0,0,0,0,5,7
SRM_STA_069,CO001,0.827,0.614,0.888,2,1,0.0,0.0,3.0,2,5,3,1,1,0,1,1,0,0,4,5
SRM_STA_070,CO001,0.795,0.99,0.7609999999999999,1,1,0.0,0.0,2.0,5,5,3,1,1,0,0,1,0,0,1,6
SRM_STA_071,CO001,0.778,0.8440000000000001,0.7390000000000001,2,1,0.0,0.0,1.0,4,5,3,1,0,0,1,0,0,0,3,3
SRM_STA_072,CO001,0.706,0.853,0.602,1,0,0.0,0.0,4.0,4,5,3,1,1,2,1,1,0,0,3,4
SRM_STA_073,CO001,0.628,0.9420000000000001,0.618,1,1,0.0,0.0,7.0,5,5,3,1,0,0,2,0,0,0,2,4
SRM_STA_074,CO001,0.921,0.63,0.8220000000000001,1,1,0.0,0.0,2.0,4,5,2,1,1,0,1,1,0,0,1,4
SRM_STA_075,CO001,0.9630000000000001,0.5539999999999999,0.9640000000000001,1,1,0.0,0.0,3.0,3,5,3,1,2,0,1,1,0,0,4,5
SRM_STA_076,CO001,0.787,0.74,0.772,1,0,0.0,0.0,1.0,5,5,2,1,2,0,1,1,0,0,4,5
SRM_STA_077,CO001,0.767,0.6890000000000001,0.759,1,1,0.0,0.0,3.0,2,5,3,1,1,1,1,1,0,0,1,6
SRM_STA_078,CO001,0.643,0.726,0.753,1,0,0.0,0.0,3.0,4,5,3,1,0,0,1,0,0,0,5,6
SRM_STA_079,CO001,0.9189999999999999,0.8490000000000001,0.9490000000000001,1,1,0.0,0.0,3.0,4,5,3,1,0,0,2,0,0,0,3,6
SRM_STA_080,CO001,0.615,0.805,0.649,1,0,0.0,0.0,4.0,2,5,3,1,2,0,0,1,0,0,1,6
SRM_STA_081,CO001,0.914,0.909,0.857,1,0,0.0,0.0,3.0,4,5,2,1,2,1,0,1,0,0,3,6
SRM_STA_082,CO001,0.619,0.733,0.723,1,1,0.0,0.0,6.0,2,5,2,1,0,0,0,0,0,0,1,5
SRM_STA_083,CO001,0.678,0.669,0.775,1,1,0.0,0.0,6.0,3,5,3,1,0,0,2,0,0,0,4,6
SRM_STA_084,CO001,0.7230000000000001,0.883,0.754,1,1,0.0,0.0,2.0,5,5,3,1,1,1,2,1,0,0,2,5
SRM_STA_085,CO001,0.649,0.922,0.638,1,1,0.0,0.0,1.0,5,5,3,1,0,0,1,0,0,0,3,3
SRM_STA_086,CO001,0.675,0.851,0.675,1,0,0.0,0.0,5.0,4,5,3,1,1,0,1,1,0,0,3,8
SRM_STA_087,CO001,0.709,0.7759999999999999,0.72,2,1,0.0,0.0,6.0,5,5,3,1,1,0,1,1,0,0,1,5
SRM_STA_088,CO001,0.788,0.878,0.83,1,1,0.0,0.0,3.0,4,5,3,1,1,2,0,1,0,0,5,6
SRM_STA_089,CO001,0.739,0.878,0.675,2,1,0.0,0.0,3.0,4,5,2,1,1,1,1,1,0,0,4,5
SRM_STA_090,CO001,0.8880000000000001,0.757,0.8420000000000001,1,0,0.0,0.0,1.0,4,5,3,1,1,1,1,1,0,0,4,6
SRM_STA_091,CO001,0.784,0.99,0.675,1,1,0.0,0.0,6.0,2,5,3,1,1,1,1,1,0,0,2,5
SRM_STA_092,CO001,0.837,0.805,0.7909999999999999,2,0,0.0,0.0,1.0,5,5,3,1,1,1,0,1,0,0,2,6
SRM_STA_093,CO001,0.716,0.99,0.551,1,1,0.0,0.0,2.0,2,5,3,1,0,1,0,1,0,0,4,4
SRM_STA_094,CO001,0.8939999999999999,0.99,0.878,1,0,0.0,0.0,1.0,2,5,2,1,1,2,0,1,0,0,4,4
SRM_STA_095,CO001,0.755,0.733,0.718,2,0,0.0,0.0,5.0,4,5,1,0,1,1,1,1,0,0,4,2
SRM_STA_096,CO001,0.632,0.965,0.63,1,1,0.0,0.0,3.0,2,5,3,1,2,1,1,1,0,0,1,8
SRM_STA_097,CO001,0.7969999999999999,0.513,0.7829999999999999,1,1,0.0,0.0,3.0,5,5,3,1,1,1,1,1,0,0,3,6
SRM_STA_098,CO001,0.609,0.642,0.591,2,1,0.0,0.0,2.0,2,5,2,1,0,1,1,1,0,0,3,5
SRM_STA_099,CO001,0.829,0.99,0.948,1,1,0.0,0.0,1.0,5,5,3,1,0,2,1,1,0,0,3,7
SRM_STA_100,CO001,0.7190000000000001,0.614,0.754,1,1,0.0,0.0,6.0,5,5,2,1,0,0,0,0,0,0,1,5
SRM_STA_101,CO001,0.608,0.8490000000000001,0.6559999999999999,1,1,0.0,0.0,9.0,5,5,3,1,0,0,3,0,0,0,2,5
SRM_STA_102,CO001,0.8,0.7170000000000001,0.735,2,1,0.0,0.0,1.0,5,5,3,1,1,1,0,1,0,0,3,7
SRM_STA_103,CO001,0.8140000000000001,0.715,0.9329999999999999,1,1,0.0,0.0,2.0,2,5,3,1,1,0,0,1,0,0,6,6
SRM_STA_104,CO001,0.682,0.805,0.6940000000000001,1,1,0.0,0.0,8.0,4,5,3,1,1,0,1,1,0,0,1,7
SRM_STA_105,CO001,0.671,0.772,0.639,1,0,0.0,0.0,3.0,4,5,2,1,1,0,1,1,0,0,2,8
SRM_STA_106,CO001,0.773,0.735,0.8809999999999999,2,1,0.0,0.0,8.0,5,5,3,1,2,0,0,1,0,0,1,5
SRM_STA_107,CO001,0.9119999999999999,0.754,0.988,1,0,0.0,0.0,4.0,5,5,1,0,0,3,0,1,0,0,3,5
SRM_STA_108,CO001,0.921,0.655,0.821,2,1,0.0,0.0,4.0,4,5,3,1,0,1,2,1,0,0,5,8
SRM_STA_109,CO001,0.925,0.8370000000000001,0.9279999999999999,1,0,0.0,0.0,5.0,5,5,3,1,0,1,1,1,0,0,3,6
SRM_STA_110,CO001,0.6759999999999999,0.99,0.679,1,0,0.0,0.0,2.0,4,5,3,1,2,1,0,1,0,0,5,5
SRM_STA_111,CO001,0.796,0.75,0.889,1,1,0.0,0.0,1.0,5,5,3,1,2,2,0,1,0,0,3,6
SRM_STA_112,CO001,0.725,0.614,0.6559999999999999,2,1,0.0,0.0,1.0,5,5,3,1,0,1,1,1,0,0,3,6
SRM_STA_113,CO001,0.608,0.92,0.58,1,0,0.0,0.0,6.0,3,5,3,1,1,3,0,1,0,0,3,5
SRM_STA_114,CO001,0.73,0.74,0.674,1,1,0.0,0.0,7.0,4,5,2,1,1,0,0,1,0,0,3,3
SRM_STA_115,CO001,0.833,0.99,0.8690000000000001,2,0,0.0,0.0,1.0,5,5,3,1,0,1,2,1,0,0,2,3
SRM_STA_116,CO001,0.612,0.74,0.568,1,0,0.0,0.0,4.0,4,5,2,1,1,0,1,1,0,0,5,4
SRM_STA_117,CO001,0.9390000000000001,0.9129999999999999,0.968,1,1,0.0,0.0,1.0,5,5,3,1,0,1,1,1,0,0,3,6
SRM_STA_118,CO001,0.8210000000000001,0.99,0.779,1,0,0.0,0.0,3.0,5,5,3,1,0,0,3,0,0,0,4,5
SRM_STA_119,CO001,0.633,0.99,0.546,2,1,0.0,0.0,6.0,4,5,3,1,1,0,3,1,0,0,4,3
SRM_STA_120,CO001,0.678,0.6679999999999999,0.7240000000000001,1,0,0.0,0.0,6.0,4,5,3,1,0,0,2,0,0,0,3,4
SRM_STA_121,CO001,0.9730000000000001,0.6779999999999999,0.856,2,0,0.0,0.0,3.0,3,5,2,1,1,1,1,1,0,0,1,6
SRM_STA_122,CO001,0.725,0.797,0.746,1,1,0.0,0.0,1.0,5,5,3,1,0,0,1,0,0,0,4,7
SRM_STA_123,CO001,0.898,0.805,0.907,1,1,0.0,0.0,8.0,5,5,3,1,2,0,1,1,0,0,3,5
SRM_STA_124,CO001,0.6940000000000001,0.73,0.74,1,0,0.0,0.0,5.0,4,5,3,1,1,0,1,1,0,0,3,5
SRM_STA_125,CO001,0.778,0.631,0.6809999999999999,1,0,0.0,0.0,4.0,4,5,3,1,1,1,0,1,0,0,1,5
SRM_STA_126,CO001,0.86,0.8370000000000001,0.99,1,0,0.0,0.0,2.0,3,5,3,1,1,2,1,1,0,0,0,8
SRM_STA_127,CO001,0.857,0.7190000000000001,0.794,1,1,0.0,0.0,6.0,4,5,3,1,0,0,2,0,0,0,3,7
SRM_STA_128,CO001,0.6679999999999999,0.514,0.528,1,1,0.0,0.0,4.0,4,5,3,1,2,0,0,1,0,0,3,5
SRM_STA_129,CO001,0.884,0.7759999999999999,0.9109999999999999,1,1,0.0,0.0,1.0,5,5,3,1,0,2,1,1,0,0,2,5
SRM_STA_130,CO001,0.649,0.8220000000000001,0.664,1,1,0.0,0.0,3.0,5,5,3,1,1,2,0,1,0,0,2,6
SRM_STA_131,CO001,0.8089999999999999,0.99,0.716,1,1,0.0,0.0,4.0,3,5,3,1,0,0,3,0,0,0,5,6
SRM_STA_132,CO001,0.649,0.8909999999999999,0.701,1,1,0.0,0.0,2.0,5,5,3,1,0,2,1,1,0,0,3,3
SRM_STA_133,CO001,0.621,0.7759999999999999,0.735,2,0,0.0,0.0,8.0,4,5,3,1,0,1,1,1,0,0,3,5
SRM_STA_134,CO001,0.6,0.883,0.6629999999999999,1,1,0.0,0.0,1.0,2,5,3,1,0,3,0,1,0,0,4,4
SRM_STA_135,CO001,0.665,0.6890000000000001,0.722,1,0,0.0,0.0,6.0,2,5,3,1,1,1,0,1,0,0,2,5
SRM_STA_136,CO001,0.649,0.935,0.526,1,1,0.0,0.0,3.0,2,5,3,1,2,1,0,1,0,0,2,4
SRM_STA_137,CO001,0.686,0.7979999999999999,0.653,1,0,0.0,0.0,6.0,4,5,3,1,1,1,1,1,0,0,4,5
SRM_STA_138,CO001,0.756,0.715,0.823,1,1,0.0,0.0,6.0,2,5,3,1,2,1,1,1,0,0,3,7
SRM_STA_139,CO001,0.9789999999999999,0.564,0.897,2,0,0.0,0.0,3.0,4,5,3,1,1,0,2,1,0,0,2,4
SRM_STA_140,CO001,0.738,0.785,0.737,1,1,0.0,0.0,6.0,3,5,3,1,0,1,0,1,0,0,4,5
SRM_STA_141,CO001,0.914,0.7759999999999999,0.99,1,1,0.0,0.0,7.0,5,5,3,1,2,0,0,1,0,0,3,3
SRM_STA_142,CO001,0.657,0.75,0.625,1,1,0.0,0.0,3.0,3,5,3,1,1,2,1,1,0,0,3,6
SRM_STA_143,CO001,0.6910000000000001,0.772,0.7190000000000001,1,1,0.0,0.0,3.0,2,5,2,1,3,0,0,1,0,0,4,6
SRM_STA_144,CO001,0.5269999999999999,0.99,0.532,2,1,0.0,0.0,1.0,5,5,3,1,2,0,0,1,0,0,4,7
SRM_STA_145,CO001,0.762,0.634,0.79,2,1,0.0,0.0,12.0,5,5,3,1,0,2,1,1,0,0,4,5
SRM_STA_146,CO001,0.627,0.721,0.747,1,0,0.0,0.0,4.0,4,5,3,1,3,0,0,1,0,0,4,8
SRM_STA_147,CO001,0.6809999999999999,0.7809999999999999,0.6940000000000001,1,1,0.0,0.0,5.0,4,5,3,1,1,1,1,1,0,0,1,4
SRM_STA_148,CO001,0.9039999999999999,0.621,0.863,1,0,0.0,0.0,1.0,5,5,3,1,0,1,2,1,0,0,3,6
SRM_STA_149,CO001,0.898,0.787,0.99,1,1,0.0,0.0,3.0,4,5,3,1,1,0,0,1,0,0,3,6
SRM_STA_150,CO001,0.7190000000000001,0.8170000000000001,0.7490000000000001,2,0,0.0,0.0,3.0,4,5,3,1,0,3,1,1,0,0,3,5
SRM_STA_151,CO001,0.619,0.7759999999999999,0.6609999999999999,1,1,0.0,0.0,1.0,5,5,3,1,1,2,1,1,0,0,2,5
SRM_STA_152,CO001,0.6759999999999999,0.5589999999999999,0.705,1,1,0.0,0.0,2.0,5,5,2,1,0,0,2,0,0,0,4,5
SRM_STA_153,CO001,0.722,0.6890000000000001,0.6990000000000001,1,1,0.0,0.0,3.0,4,5,3,1,1,0,2,1,0,0,1,5
SRM_STA_154,CO001,0.97,0.9670000000000001,0.99,1,1,0.0,0.0,5.0,5,5,3,1,1,2,1,1,0,0,3,5
SRM_STA_155,CO001,0.893,0.61,0.807,2,1,0.0,0.0,5.0,5,5,3,1,1,1,0,1,0,0,3,5
SRM_STA_156,CO001,0.842,0.785,0.94,2,1,0.0,0.0,4.0,5,5,3,1,1,0,1,1,0,0,2,5
