student_id,skill_name,proficiency,verified
SRM_STA_022,GCP,Intermediate,True
SRM_STA_022,Azure,Advanced,True
SRM_STA_022,Ansible,Beginner,False
SRM_STA_022_V2,Kubernetes,Advanced,True
SRM_STA_022_V2,GCP,Intermediate,True
SRM_STA_022_V2,Azure,Intermediate,False
SRM_STA_022_V2,Ansible,Beginner,True
SRM_STA_023,SQL,Advanced,True
SRM_STA_023,Pandas,Advanced,True
SRM_STA_023,MLflow,Advanced,False
SRM_STA_023,OpenCV,Advanced,True
SRM_STA_023,SpaCy,Advanced,True
SRM_STA_023,Scikit-learn,Advanced,False
SRM_STA_023,NLP,Advanced,True
SRM_STA_023,Python,Beginner,True
SRM_STA_023,NumPy,Beginner,False
SRM_STA_023_V2,SQL,Intermediate,False
SRM_STA_023_V2,Pandas,Advanced,True
SRM_STA_023_V2,MLflow,Intermediate,False
SRM_STA_023_V2,OpenCV,Advanced,False
SRM_STA_023_V2,SpaCy,Intermediate,True
SRM_STA_023_V2,Scikit-learn,Advanced,True
SRM_STA_023_V2,NLP,Advanced,True
SRM_STA_023_V2,Python,Advanced,True
SRM_STA_023_V2,NumPy,Advanced,False
SRM_STA_024,Blender,Intermediate,False
SRM_STA_024,Illustrator,Advanced,True
SRM_STA_024,3D Modeling,Advanced,True
SRM_STA_024,C#,Intermediate,True
SRM_STA_024,Photoshop,Advanced,True
SRM_STA_024,Concept Art,Intermediate,True
SRM_STA_024_V2,Blender,Intermediate,False
SRM_STA_024_V2,Illustrator,Intermediate,False
SRM_STA_024_V2,3D Modeling,Intermediate,False
SRM_STA_024_V2,C#,Beginner,False
SRM_STA_024_V2,Photoshop,Advanced,True
SRM_STA_024_V2,Concept Art,Intermediate,True
SRM_STA_025,Tableau,Beginner,True
SRM_STA_025,Power BI,Intermediate,False
SRM_STA_025,Matplotlib,Advanced,True
SRM_STA_025,Scikit-learn,Intermediate,True
SRM_STA_025,NumPy,Intermediate,False
SRM_STA_025,Pandas,Beginner,True
SRM_STA_025,R,Intermediate,True
SRM_STA_025,Python,Advanced,False
SRM_STA_025_V2,Tableau,Beginner,True
SRM_STA_025_V2,Power BI,Beginner,False
SRM_STA_025_V2,Matplotlib,Beginner,True
SRM_STA_025_V2,Scikit-learn,Advanced,False
SRM_STA_025_V2,NumPy,Intermediate,False
SRM_STA_025_V2,Pandas,Beginner,True
SRM_STA_025_V2,R,Intermediate,False
SRM_STA_025_V2,Python,Intermediate,True
SRM_STA_026,Linux,Beginner,False
SRM_STA_026,AWS,Advanced,True
SRM_STA_026,TypeScript,Intermediate,False
SRM_STA_026,Bootstrap,Advanced,False
SRM_STA_026,JavaScript,Beginner,False
SRM_STA_026,REST APIs,Advanced,True
SRM_STA_026,Git,Beginner,True
SRM_STA_026,Docker,Advanced,True
SRM_STA_026,Azure,Intermediate,True
SRM_STA_026_V2,Linux,Intermediate,False
SRM_STA_026_V2,AWS,Intermediate,False
SRM_STA_026_V2,TypeScript,Intermediate,True
SRM_STA_026_V2,Bootstrap,Intermediate,False
SRM_STA_026_V2,JavaScript,Advanced,False
SRM_STA_026_V2,REST APIs,Beginner,True
SRM_STA_026_V2,Git,Beginner,True
SRM_STA_026_V2,Docker,Advanced,False
SRM_STA_026_V2,Azure,Advanced,True
SRM_STA_027,SQL,Advanced,True
SRM_STA_027,MongoDB,Advanced,False
SRM_STA_027,Seaborn,Advanced,True
SRM_STA_027,NumPy,Advanced,True
SRM_STA_027,R,Beginner,False
SRM_STA_027,Hadoop,Beginner,True
SRM_STA_027,Spark,Beginner,False
SRM_STA_027,Tableau,Advanced,True
SRM_STA_027,TensorFlow,Advanced,True
SRM_STA_027,Matplotlib,Intermediate,False
SRM_STA_027_V2,SQL,Intermediate,True
SRM_STA_027_V2,MongoDB,Beginner,True
SRM_STA_027_V2,Seaborn,Advanced,True
SRM_STA_027_V2,NumPy,Intermediate,False
SRM_STA_027_V2,R,Intermediate,False
SRM_STA_027_V2,Hadoop,Intermediate,True
SRM_STA_027_V2,Spark,Intermediate,True
SRM_STA_027_V2,Tableau,Beginner,True
SRM_STA_027_V2,TensorFlow,Advanced,True
SRM_STA_027_V2,Matplotlib,Beginner,True
SRM_STA_028,R,Advanced,False
SRM_STA_028,Power BI,Beginner,True
SRM_STA_028,Tableau,Beginner,True
SRM_STA_028,TensorFlow,Intermediate,True
SRM_STA_028,NumPy,Intermediate,True
SRM_STA_028,Scikit-learn,Intermediate,False
SRM_STA_028,Spark,Beginner,True
SRM_STA_028,Excel,Beginner,False
SRM_STA_028,Python,Advanced,True
SRM_STA_028_V2,R,Intermediate,True
SRM_STA_028_V2,Power BI,Intermediate,True
SRM_STA_028_V2,Tableau,Intermediate,False
SRM_STA_028_V2,TensorFlow,Beginner,True
SRM_STA_028_V2,NumPy,Beginner,True
SRM_STA_028_V2,Scikit-learn,Beginner,True
SRM_STA_028_V2,Spark,Advanced,False
SRM_STA_028_V2,Excel,Intermediate,True
SRM_STA_028_V2,Python,Advanced,True
SRM_STA_029,Grafana,Advanced,True
SRM_STA_029,Prometheus,Advanced,False
SRM_STA_029,Python,Beginner,False
SRM_STA_029,Kubernetes,Beginner,True
SRM_STA_029,Docker,Intermediate,True
SRM_STA_029,Jenkins,Advanced,True
SRM_STA_029_V2,Grafana,Advanced,False
SRM_STA_029_V2,Prometheus,Beginner,False
SRM_STA_029_V2,Python,Advanced,True
SRM_STA_029_V2,Kubernetes,Advanced,False
SRM_STA_029_V2,Docker,Advanced,True
SRM_STA_029_V2,Jenkins,Intermediate,True
SRM_STA_030,SQL,Intermediate,False
SRM_STA_030,Excel,Intermediate,False
SRM_STA_030,Power BI,Intermediate,True
SRM_STA_030,Tableau,Intermediate,True
SRM_STA_030,TensorFlow,Advanced,True
SRM_STA_030,Spark,Beginner,True
SRM_STA_030,Scikit-learn,Advanced,True
SRM_STA_030,Hadoop,Beginner,True
SRM_STA_030,NumPy,Beginner,False
SRM_STA_030_V2,SQL,Advanced,False
SRM_STA_030_V2,Excel,Beginner,True
SRM_STA_030_V2,Power BI,Beginner,True
SRM_STA_030_V2,Tableau,Intermediate,True
SRM_STA_030_V2,TensorFlow,Advanced,True
SRM_STA_030_V2,Spark,Advanced,True
SRM_STA_030_V2,Scikit-learn,Intermediate,False
SRM_STA_030_V2,Hadoop,Intermediate,False
SRM_STA_030_V2,NumPy,Intermediate,False
SRM_STA_031,GitHub,Beginner,True
SRM_STA_031,SQL,Intermediate,True
SRM_STA_031,Docker,Intermediate,True
SRM_STA_031,Python,Beginner,False
SRM_STA_031,Linux,Beginner,False
SRM_STA_031,Java,Advanced,True
SRM_STA_031,Spring Boot,Beginner,True
SRM_STA_031,Django,Intermediate,True
SRM_STA_031_V2,GitHub,Beginner,True
SRM_STA_031_V2,SQL,Beginner,False
SRM_STA_031_V2,Docker,Beginner,False
SRM_STA_031_V2,Python,Advanced,True
SRM_STA_031_V2,Linux,Advanced,True
SRM_STA_031_V2,Java,Advanced,True
SRM_STA_031_V2,Spring Boot,Beginner,True
SRM_STA_031_V2,Django,Intermediate,True
SRM_STA_032,Java,Beginner,False
SRM_STA_032,React,Beginner,True
SRM_STA_032,WebSockets,Beginner,False
SRM_STA_032,SQL,Advanced,True
SRM_STA_032,Flask,Beginner,False
SRM_STA_032_V2,Java,Beginner,False
SRM_STA_032_V2,React,Advanced,False
SRM_STA_032_V2,WebSockets,Intermediate,False
SRM_STA_032_V2,SQL,Beginner,False
SRM_STA_032_V2,Flask,Intermediate,True
SRM_STA_033,OpenGL,Advanced,True
SRM_STA_033,Unreal Engine,Beginner,False
SRM_STA_033,GLSL,Advanced,True
SRM_STA_033,Godot,Beginner,True
SRM_STA_033,Blender,Intermediate,True
SRM_STA_033,Lua,Intermediate,True
SRM_STA_033,Photoshop,Beginner,True
SRM_STA_033_V2,OpenGL,Advanced,True
SRM_STA_033_V2,Unreal Engine,Advanced,False
SRM_STA_033_V2,GLSL,Intermediate,False
SRM_STA_033_V2,Godot,Intermediate,True
SRM_STA_033_V2,Blender,Beginner,True
SRM_STA_033_V2,Lua,Intermediate,True
SRM_STA_033_V2,Photoshop,Advanced,True
SRM_STA_034,JavaScript,Beginner,True
SRM_STA_034,WebSockets,Beginner,True
SRM_STA_034,Flask,Beginner,True
SRM_STA_034,React,Advanced,False
SRM_STA_034_V2,JavaScript,Intermediate,False
SRM_STA_034_V2,WebSockets,Intermediate,True
SRM_STA_034_V2,Flask,Advanced,True
SRM_STA_034_V2,React,Intermediate,True
SRM_STA_035,Linux,Beginner,False
SRM_STA_035,SQL,Advanced,False
SRM_STA_035,Python,Beginner,False
SRM_STA_035,Java,Intermediate,True
SRM_STA_035,PHP,Advanced,False
SRM_STA_035,Node.js,Advanced,False
SRM_STA_035,Git,Intermediate,False
SRM_STA_035,REST APIs,Beginner,False
SRM_STA_035_V2,Linux,Intermediate,True
SRM_STA_035_V2,SQL,Intermediate,True
SRM_STA_035_V2,Python,Beginner,False
SRM_STA_035_V2,Java,Beginner,True
SRM_STA_035_V2,PHP,Intermediate,True
SRM_STA_035_V2,Node.js,Beginner,True
SRM_STA_035_V2,Git,Advanced,True
SRM_STA_035_V2,REST APIs,Intermediate,True
SRM_STA_036,NLP,Beginner,False
SRM_STA_036,OpenCV,Advanced,True
SRM_STA_036,NLTK,Beginner,True
SRM_STA_036,PyTorch,Advanced,False
SRM_STA_036,SpaCy,Intermediate,True
SRM_STA_036,TensorFlow,Intermediate,False
SRM_STA_036_V2,NLP,Advanced,True
SRM_STA_036_V2,OpenCV,Intermediate,False
SRM_STA_036_V2,NLTK,Advanced,False
SRM_STA_036_V2,PyTorch,Intermediate,True
SRM_STA_036_V2,SpaCy,Intermediate,True
SRM_STA_036_V2,TensorFlow,Advanced,True
SRM_STA_037,Photoshop,Beginner,True
SRM_STA_037,Narrative Design,Intermediate,False
SRM_STA_037,3D Modeling,Advanced,False
SRM_STA_037,Blender,Advanced,True
SRM_STA_037,Illustrator,Beginner,True
SRM_STA_037,Animation,Beginner,True
SRM_STA_037,Concept Art,Beginner,True
SRM_STA_037,Unreal Engine,Advanced,True
SRM_STA_037,Maya,Advanced,True
SRM_STA_037,Figma,Beginner,True
SRM_STA_037_V2,Photoshop,Advanced,True
SRM_STA_037_V2,Narrative Design,Beginner,True
SRM_STA_037_V2,3D Modeling,Intermediate,True
SRM_STA_037_V2,Blender,Beginner,True
SRM_STA_037_V2,Illustrator,Beginner,True
SRM_STA_037_V2,Animation,Intermediate,False
SRM_STA_037_V2,Concept Art,Beginner,False
SRM_STA_037_V2,Unreal Engine,Advanced,True
SRM_STA_037_V2,Maya,Advanced,True
SRM_STA_037_V2,Figma,Beginner,True
SRM_STA_038,Azure,Intermediate,True
SRM_STA_038,Python,Advanced,True
SRM_STA_038,Ansible,Advanced,False
SRM_STA_038,Bash,Intermediate,False
SRM_STA_038,Terraform,Advanced,False
SRM_STA_038,Jenkins,Advanced,False
SRM_STA_038,Docker,Advanced,True
SRM_STA_038,GCP,Advanced,True
SRM_STA_038_V2,Azure,Beginner,True
SRM_STA_038_V2,Python,Advanced,True
SRM_STA_038_V2,Ansible,Intermediate,True
SRM_STA_038_V2,Bash,Intermediate,False
SRM_STA_038_V2,Terraform,Intermediate,True
SRM_STA_038_V2,Jenkins,Advanced,True
SRM_STA_038_V2,Docker,Intermediate,True
SRM_STA_038_V2,GCP,Advanced,False
SRM_STA_039,Metasploit,Advanced,True
SRM_STA_039,Penetration Testing,Advanced,True
SRM_STA_039,Bash,Advanced,True
SRM_STA_039,Network Security,Intermediate,True
SRM_STA_039,SQL,Intermediate,True
SRM_STA_039,SIEM,Intermediate,True
SRM_STA_039,Linux,Advanced,False
SRM_STA_039,Git,Intermediate,False
SRM_STA_039_V2,Metasploit,Intermediate,False
SRM_STA_039_V2,Penetration Testing,Advanced,True
SRM_STA_039_V2,Bash,Advanced,True
SRM_STA_039_V2,Network Security,Intermediate,True
SRM_STA_039_V2,SQL,Beginner,False
SRM_STA_039_V2,SIEM,Advanced,True
SRM_STA_039_V2,Linux,Beginner,True
SRM_STA_039_V2,Git,Beginner,True
SRM_STA_040,R,Intermediate,True
SRM_STA_040,Matplotlib,Advanced,False
SRM_STA_040,SQL,Intermediate,True
SRM_STA_040,TensorFlow,Advanced,True
SRM_STA_040,Spark,Advanced,False
SRM_STA_040,MongoDB,Beginner,True
SRM_STA_040,Power BI,Advanced,False
SRM_STA_040_V2,R,Intermediate,True
SRM_STA_040_V2,Matplotlib,Intermediate,False
SRM_STA_040_V2,SQL,Advanced,True
SRM_STA_040_V2,TensorFlow,Intermediate,False
SRM_STA_040_V2,Spark,Intermediate,True
SRM_STA_040_V2,MongoDB,Advanced,True
SRM_STA_040_V2,Power BI,Beginner,True
SRM_STA_041,"{'skill_name': 'Languages: MATLAB', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_041,"{'skill_name': 'Python', 'proficiency': 'Intermediate'}",Advanced,True
SRM_STA_041,"{'skill_name': 'Backend & Systems: PLC', 'proficiency': 'Intermediate'}",Beginner,True
SRM_STA_041,"{'skill_name': 'ML & Data: Excel', 'proficiency': 'Intermediate'}",Advanced,True
SRM_STA_041,"{'skill_name': 'Data Analysis', 'proficiency': 'Intermediate'}",Beginner,False
SRM_STA_041,"{'skill_name': 'Databases & Cloud: SQL', 'proficiency': 'Intermediate'}",Advanced,True
SRM_STA_041,"{'skill_name': 'Tools: Git', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_041,"{'skill_name': 'ANSYS', 'proficiency': 'Intermediate'}",Advanced,False
SRM_STA_042,"{'skill_name': 'Languages: C', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_042,"{'skill_name': 'MATLAB', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_042,"{'skill_name': 'Python', 'proficiency': 'Intermediate'}",Beginner,False
SRM_STA_042,"{'skill_name': 'Backend & Systems: VHDL', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_042,"{'skill_name': 'Arduino', 'proficiency': 'Intermediate'}",Advanced,True
SRM_STA_042,"{'skill_name': 'SCADA', 'proficiency': 'Intermediate'}",Beginner,False
SRM_STA_042,"{'skill_name': 'PLC', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_STA_042,"{'skill_name': 'ML & Data: NumPy', 'proficiency': 'Intermediate'}",Intermediate,True
