student_id,candidate_skill,avg_eligibility_gain,max_eligibility_gain,n_companies_gained,baseline_avg_prob,n_skills_currently
SRM_STA_002,Scikit-learn,0.0157,0.4066,7,0.0866,8
SRM_STA_002,Pandas,0.0,0.1797,4,0.0866,8
SRM_STA_002,NumPy,-0.0032,0.0,0,0.0866,8
SRM_STA_002,AWS,-0.0023,0.1797,3,0.0866,8
SRM_STA_002,Azure,0.0028,0.2461,3,0.0866,8
SRM_STA_002,GCP,-0.0009,0.0,0,0.0866,8
SRM_STA_002,Docker,-0.0018,0.0007,0,0.0866,8
SRM_STA_002,Kubernetes,0.0002,0.0568,1,0.0866,8
SRM_STA_002,MySQL,0.0019,0.1623,1,0.0866,8
SRM_STA_002,Redis,-0.0005,0.0,0,0.0866,8
SRM_STA_002,HTML/CSS,-0.0033,0.0,0,0.0866,8
SRM_STA_002,REST APIs,-0.0005,0.0,0,0.0866,8
SRM_STA_002,Linux,-0.0001,0.0305,2,0.0866,8
SRM_STA_002,Tableau,-0.0011,0.0,0,0.0866,8
SRM_STA_002,Power BI,0.0,0.0,0,0.0866,8
SRM_STA_002,Excel,-0.0011,0.0568,1,0.0866,8
SRM_STA_002,Communication,-0.0005,0.0305,1,0.0866,8
SRM_STA_002,Leadership,-0.0001,0.0,0,0.0866,8
SRM_STA_002_V2,Python,-0.0062,0.1711,4,0.0869,8
SRM_STA_002_V2,C,0.0048,0.3494,2,0.0869,8
SRM_STA_002_V2,C++,0.0152,0.3494,10,0.0869,8
SRM_STA_002_V2,JavaScript,-0.0127,0.2079,1,0.0869,8
SRM_STA_002_V2,SQL,0.0045,0.3494,4,0.0869,8
SRM_STA_002_V2,React,0.0007,0.1891,2,0.0869,8
SRM_STA_002_V2,Angular,0.003,0.2079,3,0.0869,8
SRM_STA_002_V2,Spring Boot,-0.0015,0.0153,1,0.0869,8
SRM_STA_002_V2,TensorFlow,0.0035,0.2079,2,0.0869,8
SRM_STA_002_V2,PyTorch,0.0032,0.3494,2,0.0869,8
SRM_STA_002_V2,Scikit-learn,0.0136,0.3442,6,0.0869,8
SRM_STA_002_V2,Pandas,-0.0004,0.1891,2,0.0869,8
SRM_STA_002_V2,NumPy,-0.0022,0.0014,0,0.0869,8
SRM_STA_002_V2,AWS,-0.0017,0.1891,2,0.0869,8
SRM_STA_002_V2,Azure,0.0027,0.2319,3,0.0869,8
SRM_STA_002_V2,GCP,-0.0009,0.0,0,0.0869,8
SRM_STA_002_V2,Docker,-0.0008,0.0014,0,0.0869,8
SRM_STA_002_V2,Kubernetes,-0.0006,0.0043,0,0.0869,8
SRM_STA_002_V2,MySQL,0.0011,0.1134,1,0.0869,8
SRM_STA_002_V2,Redis,-0.0006,0.0,0,0.0869,8
SRM_STA_002_V2,HTML/CSS,-0.0034,0.0,0,0.0869,8
SRM_STA_002_V2,REST APIs,-0.0006,0.0,0,0.0869,8
SRM_STA_002_V2,Linux,0.0004,0.0193,2,0.0869,8
SRM_STA_002_V2,Tableau,-0.0013,0.0,0,0.0869,8
SRM_STA_002_V2,Power BI,0.0,0.0,0,0.0869,8
SRM_STA_002_V2,Excel,-0.0021,0.0043,0,0.0869,8
SRM_STA_002_V2,Communication,-0.0008,0.013,1,0.0869,8
SRM_STA_002_V2,Leadership,-0.0002,0.0,0,0.0869,8
SRM_STA_003,Python,-0.0122,0.1119,7,0.1779,7
SRM_STA_003,Java,-0.0032,0.1609,3,0.1779,7
SRM_STA_003,C,0.0058,0.1609,5,0.1779,7
SRM_STA_003,C++,-0.0148,0.1332,5,0.1779,7
SRM_STA_003,SQL,-0.0062,0.1106,8,0.1779,7
SRM_STA_003,React,-0.0129,0.0648,2,0.1779,7
SRM_STA_003,Angular,-0.0073,0.0683,3,0.1779,7
SRM_STA_003,Node.js,-0.0188,0.0108,1,0.1779,7
SRM_STA_003,Django,-0.0292,0.1119,2,0.1779,7
SRM_STA_003,Flask,-0.0229,0.0449,1,0.1779,7
SRM_STA_003,TensorFlow,-0.0062,0.0223,1,0.1779,7
SRM_STA_003,PyTorch,0.0011,0.1609,3,0.1779,7
SRM_STA_003,Scikit-learn,-0.0102,0.1119,1,0.1779,7
SRM_STA_003,Pandas,-0.0055,0.1332,3,0.1779,7
SRM_STA_003,NumPy,0.0012,0.1609,3,0.1779,7
SRM_STA_003,AWS,-0.0094,0.1119,2,0.1779,7
SRM_STA_003,Azure,-0.0055,0.1332,4,0.1779,7
SRM_STA_003,GCP,-0.0022,0.0,0,0.1779,7
SRM_STA_003,Kubernetes,-0.0016,0.1106,1,0.1779,7
SRM_STA_003,Git,0.0003,0.1609,4,0.1779,7
SRM_STA_003,MongoDB,0.002,0.1609,1,0.1779,7
SRM_STA_003,PostgreSQL,-0.0053,0.0,0,0.1779,7
SRM_STA_003,MySQL,0.0039,0.1609,2,0.1779,7
SRM_STA_003,Redis,-0.003,0.0,0,0.1779,7
SRM_STA_003,HTML/CSS,-0.0004,0.003,0,0.1779,7
SRM_STA_003,Tableau,-0.0008,0.1119,1,0.1779,7
SRM_STA_003,Power BI,0.0,0.0,0,0.1779,7
SRM_STA_003,Excel,-0.0017,0.1106,2,0.1779,7
SRM_STA_003,Communication,0.0035,0.1609,2,0.1779,7
SRM_STA_003,Leadership,-0.003,0.0,0,0.1779,7
SRM_STA_003_V2,Python,-0.0055,0.112,4,0.1821,7
SRM_STA_003_V2,Java,-0.0086,0.1098,3,0.1821,7
SRM_STA_003_V2,C,0.0019,0.1098,5,0.1821,7
SRM_STA_003_V2,C++,-0.0166,0.1098,4,0.1821,7
SRM_STA_003_V2,SQL,-0.0091,0.112,4,0.1821,7
SRM_STA_003_V2,React,-0.0133,0.0,0,0.1821,7
SRM_STA_003_V2,Angular,-0.0119,0.0352,1,0.1821,7
SRM_STA_003_V2,Node.js,-0.022,0.0161,1,0.1821,7
SRM_STA_003_V2,Django,-0.0266,0.0833,1,0.1821,7
SRM_STA_003_V2,Flask,-0.0142,0.0823,1,0.1821,7
SRM_STA_003_V2,TensorFlow,-0.0087,0.009,0,0.1821,7
SRM_STA_003_V2,PyTorch,-0.0034,0.1098,2,0.1821,7
SRM_STA_003_V2,Scikit-learn,-0.0108,0.0833,1,0.1821,7
SRM_STA_003_V2,Pandas,-0.0086,0.0477,2,0.1821,7
SRM_STA_003_V2,NumPy,-0.0013,0.0833,3,0.1821,7
SRM_STA_003_V2,AWS,-0.0166,0.0833,3,0.1821,7
SRM_STA_003_V2,Azure,-0.0078,0.0823,4,0.1821,7
SRM_STA_003_V2,GCP,-0.0023,0.0,0,0.1821,7
SRM_STA_003_V2,Kubernetes,-0.0017,0.0031,0,0.1821,7
SRM_STA_003_V2,Git,-0.0004,0.0833,3,0.1821,7
SRM_STA_003_V2,MongoDB,0.0004,0.0833,1,0.1821,7
SRM_STA_003_V2,PostgreSQL,-0.0041,0.0,0,0.1821,7
SRM_STA_003_V2,MySQL,0.002,0.0833,2,0.1821,7
SRM_STA_003_V2,Redis,-0.0018,0.0,0,0.1821,7
SRM_STA_003_V2,HTML/CSS,0.0026,0.1574,2,0.1821,7
SRM_STA_003_V2,Tableau,-0.0012,0.0833,1,0.1821,7
SRM_STA_003_V2,Power BI,0.0,0.0,0,0.1821,7
SRM_STA_003_V2,Excel,-0.0021,0.0031,0,0.1821,7
SRM_STA_003_V2,Communication,0.0004,0.0833,1,0.1821,7
SRM_STA_003_V2,Leadership,-0.0018,0.0,0,0.1821,7
SRM_STA_004,Java,0.0038,0.1855,4,0.4465,9
SRM_STA_004,C,0.0024,0.1548,3,0.4465,9
SRM_STA_004,C++,0.0096,0.4892,7,0.4465,9
SRM_STA_004,JavaScript,0.0009,0.3031,9,0.4465,9
SRM_STA_004,TypeScript,0.0039,0.1037,4,0.4465,9
SRM_STA_004,SQL,0.0023,0.1855,6,0.4465,9
SRM_STA_004,React,0.0048,0.3031,4,0.4465,9
SRM_STA_004,Angular,0.0051,0.3031,2,0.4465,9
SRM_STA_004,Node.js,0.0078,0.1855,6,0.4465,9
SRM_STA_004,Django,-0.004,0.1314,4,0.4465,9
SRM_STA_004,Flask,0.0029,0.1855,6,0.4465,9
SRM_STA_004,Spring Boot,0.0002,0.0098,0,0.4465,9
SRM_STA_004,TensorFlow,-0.0032,0.1037,2,0.4465,9
SRM_STA_004,PyTorch,0.0028,0.1057,3,0.4465,9
SRM_STA_004,Scikit-learn,0.0024,0.3031,3,0.4465,9
SRM_STA_004,Pandas,0.006,0.2093,3,0.4465,9
SRM_STA_004,NumPy,0.0018,0.1037,3,0.4465,9
SRM_STA_004,AWS,0.0003,0.1855,3,0.4465,9
SRM_STA_004,Git,0.0074,0.3031,3,0.4465,9
SRM_STA_004,MongoDB,-0.0,0.0032,0,0.4465,9
SRM_STA_004,PostgreSQL,-0.0007,0.3031,1,0.4465,9
SRM_STA_004,MySQL,0.0002,0.0099,0,0.4465,9
SRM_STA_004,Redis,0.0038,0.3031,1,0.4465,9
SRM_STA_004,HTML/CSS,-0.0008,0.3031,1,0.4465,9
SRM_STA_004,REST APIs,0.006,0.4796,1,0.4465,9
SRM_STA_004,Linux,0.0021,0.1621,2,0.4465,9
SRM_STA_004,Tableau,0.0079,0.4892,2,0.4465,9
SRM_STA_004,Power BI,0.0,0.0,0,0.4465,9
SRM_STA_004,Excel,0.007,0.3031,2,0.4465,9
SRM_STA_004,Communication,0.0016,0.1355,1,0.4465,9
SRM_STA_004,Leadership,0.0038,0.3031,1,0.4465,9
SRM_STA_004_V2,Java,0.0043,0.4146,4,0.3874,9
SRM_STA_004_V2,C,-0.0011,0.0726,3,0.3874,9
SRM_STA_004_V2,C++,0.0083,0.4233,7,0.3874,9
SRM_STA_004_V2,JavaScript,0.0142,0.4833,11,0.3874,9
SRM_STA_004_V2,TypeScript,0.002,0.0895,4,0.3874,9
SRM_STA_004_V2,SQL,0.0052,0.6595,6,0.3874,9
SRM_STA_004_V2,React,0.0068,0.2578,4,0.3874,9
SRM_STA_004_V2,Angular,0.0022,0.1432,3,0.3874,9
SRM_STA_004_V2,Node.js,0.0139,0.4146,6,0.3874,9
SRM_STA_004_V2,Django,0.0044,0.1924,7,0.3874,9
SRM_STA_004_V2,Flask,0.0114,0.4146,8,0.3874,9
SRM_STA_004_V2,Spring Boot,0.0002,0.0082,0,0.3874,9
SRM_STA_004_V2,TensorFlow,-0.0007,0.0895,2,0.3874,9
SRM_STA_004_V2,PyTorch,0.0085,0.6595,2,0.3874,9
SRM_STA_004_V2,Scikit-learn,-0.0013,0.0327,2,0.3874,9
SRM_STA_004_V2,Pandas,0.0077,0.2578,4,0.3874,9
SRM_STA_004_V2,NumPy,0.0034,0.2578,2,0.3874,9
SRM_STA_004_V2,AWS,0.0038,0.3342,2,0.3874,9
SRM_STA_004_V2,Git,0.0006,0.0572,2,0.3874,9
SRM_STA_004_V2,MongoDB,0.0,0.0022,0,0.3874,9
SRM_STA_004_V2,PostgreSQL,-0.0014,0.0481,1,0.3874,9
SRM_STA_004_V2,MySQL,0.0,0.0022,0,0.3874,9
SRM_STA_004_V2,Redis,0.0018,0.1432,1,0.3874,9
SRM_STA_004_V2,HTML/CSS,-0.002,0.0007,0,0.3874,9
SRM_STA_004_V2,REST APIs,0.0009,0.0719,1,0.3874,9
SRM_STA_004_V2,Linux,0.0011,0.0861,1,0.3874,9
SRM_STA_004_V2,Tableau,0.0053,0.4233,1,0.3874,9
SRM_STA_004_V2,Power BI,0.0,0.0,0,0.3874,9
SRM_STA_004_V2,Excel,0.0019,0.1432,1,0.3874,9
SRM_STA_004_V2,Communication,0.0003,0.0241,1,0.3874,9
SRM_STA_004_V2,Leadership,-0.0005,0.0,0,0.3874,9
SRM_STA_005,Java,0.0023,0.1021,9,0.5908,9
SRM_STA_005,C,0.0039,0.0794,8,0.5908,9
SRM_STA_005,C++,0.0075,0.2442,7,0.5908,9
SRM_STA_005,JavaScript,0.0124,0.1497,24,0.5908,9
SRM_STA_005,TypeScript,0.0002,0.1454,2,0.5908,9
SRM_STA_005,React,0.0039,0.1021,5,0.5908,9
SRM_STA_005,Angular,-0.0008,0.1454,3,0.5908,9
SRM_STA_005,Node.js,0.0084,0.2442,7,0.5908,9
SRM_STA_005,Django,0.0014,0.1416,6,0.5908,9
SRM_STA_005,Flask,0.0055,0.1454,8,0.5908,9
SRM_STA_005,Spring Boot,0.0018,0.0849,2,0.5908,9
SRM_STA_005,PyTorch,-0.0015,0.0275,2,0.5908,9
SRM_STA_005,Scikit-learn,0.0046,0.1416,6,0.5908,9
SRM_STA_005,Pandas,-0.0008,0.1147,4,0.5908,9
SRM_STA_005,NumPy,-0.0014,0.044,2,0.5908,9
SRM_STA_005,AWS,-0.0055,0.0572,3,0.5908,9
SRM_STA_005,GCP,-0.0,0.0,0,0.5908,9
SRM_STA_005,Docker,-0.0036,0.0312,1,0.5908,9
SRM_STA_005,Kubernetes,0.0004,0.0316,1,0.5908,9
SRM_STA_005,Git,0.0024,0.0585,6,0.5908,9
SRM_STA_005,MongoDB,0.0,0.0002,0,0.5908,9
SRM_STA_005,PostgreSQL,0.0012,0.1497,2,0.5908,9
SRM_STA_005,MySQL,-0.0017,0.024,1,0.5908,9
SRM_STA_005,Redis,0.0001,0.0067,0,0.5908,9
SRM_STA_005,HTML/CSS,0.0005,0.1497,1,0.5908,9
SRM_STA_005,REST APIs,0.0,0.0003,0,0.5908,9
SRM_STA_005,Linux,-0.0016,0.0312,1,0.5908,9
SRM_STA_005,Tableau,0.0008,0.0668,1,0.5908,9
SRM_STA_005,Power BI,0.0,0.0,0,0.5908,9
SRM_STA_005,Excel,0.0007,0.0891,1,0.5908,9
SRM_STA_005,Communication,-0.0011,0.0161,1,0.5908,9
SRM_STA_005,Leadership,0.0007,0.0585,1,0.5908,9
SRM_STA_005_V2,Java,0.0224,0.3086,9,0.5839,9
SRM_STA_005_V2,C,0.0237,0.3086,8,0.5839,9
SRM_STA_005_V2,C++,0.0044,0.2389,6,0.5839,9
SRM_STA_005_V2,JavaScript,0.0734,0.386,24,0.5839,9
SRM_STA_005_V2,TypeScript,-0.0017,0.0629,2,0.5839,9
SRM_STA_005_V2,React,0.0008,0.1025,4,0.5839,9
SRM_STA_005_V2,Angular,0.0022,0.4754,3,0.5839,9
SRM_STA_005_V2,Node.js,0.014,0.5188,7,0.5839,9
SRM_STA_005_V2,Django,0.0132,0.4754,8,0.5839,9
SRM_STA_005_V2,Flask,0.0133,0.3086,10,0.5839,9
SRM_STA_005_V2,Spring Boot,0.0047,0.2419,2,0.5839,9
SRM_STA_005_V2,PyTorch,0.0026,0.1904,3,0.5839,9
SRM_STA_005_V2,Scikit-learn,0.0074,0.4754,4,0.5839,9
SRM_STA_005_V2,Pandas,0.0007,0.2389,3,0.5839,9
SRM_STA_005_V2,NumPy,-0.0021,0.0396,2,0.5839,9
SRM_STA_005_V2,AWS,-0.0062,0.1316,2,0.5839,9
SRM_STA_005_V2,GCP,-0.0,0.0,0,0.5839,9
SRM_STA_005_V2,Docker,-0.0024,0.0044,0,0.5839,9
SRM_STA_005_V2,Kubernetes,-0.0011,0.0001,0,0.5839,9
SRM_STA_005_V2,Git,0.0003,0.0659,3,0.5839,9
SRM_STA_005_V2,MongoDB,0.0,0.0001,0,0.5839,9
SRM_STA_005_V2,PostgreSQL,-0.002,0.0179,1,0.5839,9
SRM_STA_005_V2,MySQL,-0.0002,0.0659,1,0.5839,9
SRM_STA_005_V2,Redis,-0.0001,0.0,0,0.5839,9
SRM_STA_005_V2,HTML/CSS,-0.004,0.0,0,0.5839,9
SRM_STA_005_V2,REST APIs,-0.0,0.0,0,0.5839,9
SRM_STA_005_V2,Linux,-0.0014,0.0044,0,0.5839,9
SRM_STA_005_V2,Tableau,-0.0009,0.0,0,0.5839,9
SRM_STA_005_V2,Power BI,0.0,0.0,0,0.5839,9
SRM_STA_005_V2,Excel,-0.003,0.0001,0,0.5839,9
SRM_STA_005_V2,Communication,-0.0009,0.0659,1,0.5839,9
SRM_STA_005_V2,Leadership,-0.0012,0.0,0,0.5839,9
SRM_STA_006,Java,0.0207,0.8286,11,0.6081,6
SRM_STA_006,C,0.0138,0.8286,8,0.6081,6
SRM_STA_006,C++,0.0481,0.8286,9,0.6081,6
SRM_STA_006,JavaScript,0.0355,0.7851,25,0.6081,6
SRM_STA_006,TypeScript,0.0213,0.7758,3,0.6081,6
SRM_STA_006,SQL,0.0422,0.8286,17,0.6081,6
SRM_STA_006,React,0.0241,0.7851,5,0.6081,6
SRM_STA_006,Angular,0.0194,0.7758,5,0.6081,6
SRM_STA_006,Node.js,0.0597,0.8286,7,0.6081,6
SRM_STA_006,Django,0.0076,0.2912,9,0.6081,6
SRM_STA_006,Flask,0.0271,0.7758,10,0.6081,6
SRM_STA_006,Spring Boot,0.0152,0.6732,2,0.6081,6
SRM_STA_006,TensorFlow,0.0112,0.7758,2,0.6081,6
SRM_STA_006,PyTorch,0.0023,0.1003,4,0.6081,6
SRM_STA_006,AWS,0.0231,0.7758,7,0.6081,6
SRM_STA_006,Azure,0.0447,0.7758,6,0.6081,6
SRM_STA_006,GCP,-0.0,0.0,0,0.6081,6
SRM_STA_006,Docker,0.0064,0.4823,3,0.6081,6
SRM_STA_006,Kubernetes,0.0098,0.7851,1,0.6081,6
SRM_STA_006,Git,0.0254,0.4823,6,0.6081,6
SRM_STA_006,MongoDB,0.0,0.0001,0,0.6081,6
SRM_STA_006,PostgreSQL,0.0115,0.7851,3,0.6081,6
SRM_STA_006,MySQL,0.0062,0.4823,2,0.6081,6
SRM_STA_006,Redis,0.0098,0.7851,1,0.6081,6
SRM_STA_006,HTML/CSS,0.017,0.7851,3,0.6081,6
SRM_STA_006,REST APIs,0.0,0.0003,0,0.6081,6
SRM_STA_006,Linux,0.0039,0.3027,2,0.6081,6
SRM_STA_006,Tableau,0.0038,0.3027,1,0.6081,6
SRM_STA_006,Power BI,0.0,0.0,0,0.6081,6
SRM_STA_006,Excel,0.0151,0.7851,2,0.6081,6
SRM_STA_006,Communication,0.0124,0.4894,3,0.6081,6
SRM_STA_006,Leadership,0.002,0.1561,1,0.6081,6
SRM_STA_006_V2,Java,0.0221,0.9231,11,0.5032,6
SRM_STA_006_V2,C,0.0163,0.9231,8,0.5032,6
SRM_STA_006_V2,C++,0.0377,0.8525,10,0.5032,6
SRM_STA_006_V2,JavaScript,0.0157,0.1044,25,0.5032,6
SRM_STA_006_V2,TypeScript,0.0032,0.0876,3,0.5032,6
SRM_STA_006_V2,SQL,0.0322,0.9231,17,0.5032,6
SRM_STA_006_V2,React,0.021,0.8525,5,0.5032,6
SRM_STA_006_V2,Angular,0.0036,0.0876,5,0.5032,6
SRM_STA_006_V2,Node.js,0.0488,0.9231,7,0.5032,6
SRM_STA_006_V2,Django,0.0081,0.2106,9,0.5032,6
SRM_STA_006_V2,Flask,0.0201,0.8188,10,0.5032,6
SRM_STA_006_V2,Spring Boot,0.001,0.0485,2,0.5032,6
SRM_STA_006_V2,TensorFlow,0.0111,0.8188,2,0.5032,6
SRM_STA_006_V2,PyTorch,0.0037,0.1213,3,0.5032,6
SRM_STA_006_V2,AWS,0.016,0.8188,6,0.5032,6
SRM_STA_006_V2,Azure,0.0251,0.8188,6,0.5032,6
SRM_STA_006_V2,GCP,-0.0,0.0,0,0.5032,6
SRM_STA_006_V2,Docker,0.0046,0.3556,1,0.5032,6
SRM_STA_006_V2,Kubernetes,0.0107,0.8525,1,0.5032,6
SRM_STA_006_V2,Git,0.0148,0.3614,4,0.5032,6
SRM_STA_006_V2,MongoDB,0.0,0.0,0,0.5032,6
SRM_STA_006_V2,PostgreSQL,0.0021,0.0871,2,0.5032,6
SRM_STA_006_V2,MySQL,0.0002,0.0074,0,0.5032,6
SRM_STA_006_V2,Redis,0.0107,0.8525,1,0.5032,6
SRM_STA_006_V2,HTML/CSS,0.002,0.0871,2,0.5032,6
SRM_STA_006_V2,REST APIs,0.0,0.0001,0,0.5032,6
SRM_STA_006_V2,Linux,0.0063,0.4969,1,0.5032,6
SRM_STA_006_V2,Tableau,0.001,0.0798,1,0.5032,6
SRM_STA_006_V2,Power BI,0.0,0.0,0,0.5032,6
SRM_STA_006_V2,Excel,0.0016,0.0871,2,0.5032,6
SRM_STA_006_V2,Communication,0.0062,0.3556,3,0.5032,6
SRM_STA_006_V2,Leadership,0.0035,0.2798,1,0.5032,6
SRM_STA_007,Python,0.0038,0.2453,6,0.4734,6
SRM_STA_007,Java,0.0186,0.5619,7,0.4734,6
SRM_STA_007,C,0.0128,0.3154,6,0.4734,6
SRM_STA_007,C++,0.0074,0.2396,7,0.4734,6
SRM_STA_007,JavaScript,0.0382,0.5221,18,0.4734,6
SRM_STA_007,TypeScript,0.0115,0.4575,2,0.4734,6
SRM_STA_007,React,0.0073,0.4575,4,0.4734,6
SRM_STA_007,Angular,0.0069,0.4575,3,0.4734,6
SRM_STA_007,Node.js,0.0275,0.5945,7,0.4734,6
SRM_STA_007,Django,0.0099,0.2453,7,0.4734,6
SRM_STA_007,Flask,0.0293,0.5945,8,0.4734,6
SRM_STA_007,Spring Boot,0.0044,0.1826,2,0.4734,6
SRM_STA_007,TensorFlow,-0.0018,0.0244,1,0.4734,6
SRM_STA_007,Scikit-learn,0.0048,0.1826,5,0.4734,6
SRM_STA_007,NumPy,0.0082,0.4575,2,0.4734,6
SRM_STA_007,Azure,0.0204,0.4575,6,0.4734,6
SRM_STA_007,GCP,-0.0,0.0,0,0.4734,6
SRM_STA_007,Docker,0.001,0.0975,1,0.4734,6
SRM_STA_007,Kubernetes,-0.0001,0.0,0,0.4734,6
SRM_STA_007,Git,0.0015,0.0975,2,0.4734,6
SRM_STA_007,MongoDB,-0.0,0.0,0,0.4734,6
SRM_STA_007,PostgreSQL,-0.0003,0.1663,1,0.4734,6
SRM_STA_007,MySQL,0.0009,0.0975,1,0.4734,6
SRM_STA_007,Redis,0.0005,0.0392,1,0.4734,6
SRM_STA_007,HTML/CSS,0.0047,0.2139,3,0.4734,6
SRM_STA_007,REST APIs,0.0,0.0001,0,0.4734,6
SRM_STA_007,Linux,0.0009,0.0687,1,0.4734,6
SRM_STA_007,Tableau,-0.0013,0.0,0,0.4734,6
SRM_STA_007,Power BI,0.0,0.0,0,0.4734,6
SRM_STA_007,Excel,0.0009,0.2139,2,0.4734,6
SRM_STA_007,Communication,0.0036,0.2133,2,0.4734,6
SRM_STA_007,Leadership,0.0003,0.0271,1,0.4734,6
