student_id,candidate_skill,avg_eligibility_gain,max_eligibility_gain,n_companies_gained,baseline_avg_prob,n_skills_currently
S0012,AWS,0.0255,0.6604,3,0.0299,3
S0012,Azure,0.0118,0.59,1,0.0299,3
S0012,Docker,0.0016,0.081,1,0.0299,3
S0012,Kubernetes,0.0092,0.4576,1,0.0299,3
S0012,Git,0.0016,0.081,1,0.0299,3
S0012,MongoDB,0.0,0.0,0,0.0299,3
S0012,PostgreSQL,0.0006,0.0228,1,0.0299,3
S0012,MySQL,0.0,0.0005,0,0.0299,3
S0012,Redis,0.0,0.0002,0,0.0299,3
S0012,HTML/CSS,0.0006,0.0228,1,0.0299,3
S0012,REST APIs,0.0,0.0,0,0.0299,3
S0012,Linux,0.0016,0.081,1,0.0299,3
S0012,Tableau,0.0,0.0,0,0.0299,3
S0012,Power BI,0.0,0.0,0,0.0299,3
S0012,Excel,0.0092,0.4576,1,0.0299,3
S0012,Communication,0.0,0.0001,0,0.0299,3
S0013,Python,0.0052,0.2607,1,0.2129,3
S0013,Java,0.0058,0.2607,3,0.2129,3
S0013,C,0.0268,0.4001,5,0.2129,3
S0013,C++,0.0129,0.6748,2,0.2129,3
S0013,JavaScript,0.0244,0.6748,3,0.2129,3
S0013,TypeScript,0.0087,0.322,2,0.2129,3
S0013,SQL,0.0102,0.4001,3,0.2129,3
S0013,React,0.0197,0.4001,3,0.2129,3
S0013,Angular,0.0135,0.6748,1,0.2129,3
S0013,Node.js,0.0148,0.322,3,0.2129,3
S0013,Django,0.0212,0.4001,4,0.2129,3
S0013,Flask,0.0078,0.322,3,0.2129,3
S0013,Spring Boot,-0.0066,0.0,0,0.2129,3
S0013,TensorFlow,0.0038,0.322,1,0.2129,3
S0013,PyTorch,0.0,0.0002,0,0.2129,3
S0013,Scikit-learn,0.0111,0.6748,2,0.2129,3
S0013,Pandas,0.0161,0.4001,3,0.2129,3
S0013,NumPy,0.0023,0.322,1,0.2129,3
S0013,AWS,0.0081,0.322,2,0.2129,3
S0013,Azure,0.0022,0.322,2,0.2129,3
S0013,GCP,-0.0035,0.0,0,0.2129,3
S0013,Docker,0.008,0.4001,1,0.2129,3
S0013,Kubernetes,0.0135,0.6748,1,0.2129,3
S0013,Git,0.0375,0.6748,4,0.2129,3
S0013,MongoDB,0.0053,0.4001,1,0.2129,3
S0013,PostgreSQL,0.0,0.0006,0,0.2129,3
S0013,MySQL,0.016,0.4001,2,0.2129,3
S0013,Redis,0.0,0.0006,0,0.2129,3
S0013,HTML/CSS,-0.0035,0.0006,0,0.2129,3
S0013,REST APIs,0.0,0.0006,0,0.2129,3
S0013,Linux,0.008,0.4001,1,0.2129,3
S0013,Tableau,-0.0035,0.0002,0,0.2129,3
S0013,Power BI,0.0,0.0,0,0.2129,3
S0013,Excel,0.027,0.6748,2,0.2129,3
S0013,Communication,-0.0035,0.0002,0,0.2129,3
S0013,Leadership,0.0,0.0006,0,0.2129,3
S0014,Python,0.027,0.9127,2,0.1376,3
S0014,Java,0.0037,0.0903,2,0.1376,3
S0014,C,0.029,0.702,4,0.1376,3
S0014,C++,0.0412,0.9127,4,0.1376,3
S0014,JavaScript,0.0423,0.8807,5,0.1376,3
S0014,TypeScript,0.0178,0.8872,1,0.1376,3
S0014,SQL,0.0254,0.9127,4,0.1376,3
S0014,React,0.075,0.9127,5,0.1376,3
S0014,Angular,0.0181,0.8872,2,0.1376,3
S0014,Node.js,0.0744,0.8872,5,0.1376,3
S0014,Django,0.051,0.8872,5,0.1376,3
S0014,Flask,0.0284,0.8872,3,0.1376,3
S0014,Spring Boot,0.011,0.5475,1,0.1376,3
S0014,TensorFlow,0.0178,0.8872,1,0.1376,3
S0014,PyTorch,0.0108,0.4386,2,0.1376,3
S0014,Scikit-learn,0.0106,0.4386,2,0.1376,3
S0014,Pandas,0.0284,0.9127,4,0.1376,3
S0014,NumPy,0.0178,0.8872,1,0.1376,3
S0014,AWS,0.036,0.9127,2,0.1376,3
S0014,Azure,0.0604,0.8872,4,0.1376,3
S0014,GCP,0.0017,0.0854,1,0.1376,3
S0014,Docker,0.0127,0.6327,1,0.1376,3
S0014,Kubernetes,0.0176,0.8807,1,0.1376,3
S0014,MongoDB,0.005,0.248,1,0.1376,3
S0014,PostgreSQL,0.0176,0.8807,1,0.1376,3
S0014,MySQL,0.0176,0.6327,2,0.1376,3
S0014,Redis,0.0,0.0004,0,0.1376,3
S0014,HTML/CSS,0.0,0.0006,0,0.1376,3
S0014,REST APIs,0.0176,0.8807,1,0.1376,3
S0014,Linux,0.005,0.248,1,0.1376,3
S0014,Tableau,0.0017,0.0854,1,0.1376,3
S0014,Power BI,0.0,0.0,0,0.1376,3
S0014,Excel,0.0352,0.8807,2,0.1376,3
S0014,Communication,0.0128,0.6327,1,0.1376,3
S0014,Leadership,0.0176,0.8807,1,0.1376,3
S0015,Python,0.007,0.3195,2,0.3426,4
S0015,Java,0.0061,0.3195,4,0.3426,4
S0015,C,0.0168,0.3195,4,0.3426,4
S0015,C++,0.0141,0.4729,6,0.3426,4
S0015,TypeScript,0.0028,0.1862,2,0.3426,4
S0015,SQL,0.0171,0.357,5,0.3426,4
S0015,React,0.0136,0.4729,4,0.3426,4
S0015,Angular,-0.0003,0.357,2,0.3426,4
S0015,Node.js,0.014,0.2344,5,0.3426,4
S0015,Django,-0.0058,0.3195,2,0.3426,4
S0015,Flask,0.0094,0.2344,5,0.3426,4
S0015,Spring Boot,-0.0066,0.0,0,0.3426,4
S0015,TensorFlow,-0.0002,0.1862,1,0.3426,4
S0015,PyTorch,0.0242,0.5158,4,0.3426,4
S0015,Scikit-learn,0.0055,0.4729,3,0.3426,4
S0015,Pandas,0.002,0.3195,3,0.3426,4
S0015,NumPy,0.015,0.5158,3,0.3426,4
S0015,AWS,0.01,0.4411,3,0.3426,4
S0015,Azure,0.0013,0.1862,3,0.3426,4
S0015,GCP,-0.0,0.0,0,0.3426,4
S0015,Kubernetes,0.0095,0.4729,1,0.3426,4
S0015,Git,0.0347,0.3195,6,0.3426,4
S0015,MongoDB,-0.0,0.0001,0,0.3426,4
